분류,식품명,무게(g),칼로리(kcal),탄수화물(g),단백질(g),지방(g)
채소류,"갓, 돌산갓, 생것",1,0.24,0.0422,0.0266,0.0028
채소류,"무, 왜무, 생것",1,0.15,0.041,0.005,0.001
채소류,"무, 조선무, 생것",1,0.2,0.0434,0.0067,0.0012
채소류,"무, 조선무, 데친것",1,0.15,0.0327,0.0053,0.0018
채소류,"무 절임, 치킨무",1,0.22,0.0489,0.0044,0.0021
채소류,"무 절임, 단무지",1,0.12,0.0242,0.0036,0.0005
채소류,"무 절임, 쌈무",1,0.15,0.031,0.0054,0.0003
채소류,"박, 과육, 생것",1,0.21,0.052,0.005,0.001
채소류,"박, 생것, 씨 포함",1,0.32,0.08,0.01,0.001
채소류,"쑥, 생것",1,0.37,0.0704,0.034,0.0038
채소류,"쑥, 말린것",1,2.72,0.538,0.258,0.0205
채소류,"쑥, 데친것",1,0.39,0.0679,0.0371,0.0063
채소류,"쑥, 사자발쑥, 생것",1,0.56,0.127,0.026,0.005
채소류,"쑥, 사자발쑥, 데친것",1,0.55,0.133,0.019,0.003
채소류,"파, 생것",1,0.29,0.067,0.012,0.002
채소류,"파, 골파, 생것",1,0.29,0.065,0.015,0.002
채소류,"파, 실파, 생것",1,0.16,0.032,0.015,0.001
채소류,"파, 쪽파, 생것",1,0.21,0.0424,0.0173,0.0014
채소류,"파, 대파, 생것",1,0.23,0.048,0.0178,0.0015
채소류,"가지, 생것",1,0.19,0.0436,0.0113,0.0003
채소류,"가지, 말린것",1,2.9,0.6559,0.1453,0.024
채소류,"가지, 데친것",1,0.19,0.044,0.01,0.001
채소류,"가지, 염절임",1,0.22,0.052,0.014,0.001
채소류,"겨자, 적색, 생것",1,0.24,0.0357,0.0354,0.0027
채소류,"고비, 야생, 생것",1,0.28,0.0641,0.0172,0.0013
채소류,"고비, 야생, 말린것, 삶은것",1,0.31,0.0684,0.0168,0.0026
채소류,"고비, 야생, 삶아서 말린것",1,2.99,0.6751,0.1795,0.017
채소류,"고비, 야생, 삶은것",1,0.25,0.0543,0.0158,0.0016
채소류,"고비, 재배, 생것",1,0.28,0.062,0.021,0.001
채소류,"고추, 풋고추, 생것",1,0.29,0.0642,0.0171,0.0019
채소류,"고추, 싹, 생것",1,0.21,0.038,0.026,0.001
채소류,"고추, 빨간색, 생것",1,0.85,0.1534,0.0312,0.0273
채소류,"고추, 빨간색, 말린것",1,3.12,0.5747,0.1388,0.0871
채소류,"고추, 꽈리고추, 생것",1,0.33,0.0778,0.0183,0.0013
채소류,"고추, 빨간색, 녹광, 생것",1,0.41,0.069,0.023,0.013
채소류,"고추, 연두색, 시레나, 생것",1,0.19,0.044,0.01,0.001
채소류,"고추, 초록색, 녹광, 생것",1,0.27,0.046,0.014,0.008
채소류,"고추, 빨간색, 수비초, 생것",1,0.77,0.148,0.037,0.018
채소류,"고추, 초록색, 시레나, 생것",1,0.23,0.054,0.011,0.001
채소류,"고추, 오이고추, 생것",1,0.23,0.0551,0.0099,0.0012
채소류,"고추, 풋고추, 재래종, 생것",1,0.26,0.06,0.012,0.002
채소류,"고추, 청양고추, 생것",1,0.31,0.0701,0.0153,0.003
채소류,"근대, 생것",1,0.18,0.0328,0.0178,0.002
채소류,"근대, 데친것",1,0.2,0.0395,0.0179,0.002
채소류,"냉이, 생것",1,0.41,0.0806,0.0423,0.0027
채소류,"냉이, 데친것",1,0.49,0.0919,0.0509,0.005
채소류,"달래, 생것",1,0.28,0.061,0.019,0.0022
채소류,"당귀, 일당귀, 뿌리, 생것",1,0.7,0.153,0.006,0.012
채소류,"당귀, 일당귀, 잎, 생것",1,0.43,0.088,0.032,0.004
채소류,"당귀, 참당귀, 잎, 생것",1,0.39,0.074,0.026,0.007
채소류,"당근, 뿌리, 생것",1,0.31,0.0703,0.0102,0.0013
채소류,"당근, 뿌리, 데친것",1,0.31,0.0701,0.0097,0.0013
채소류,"당근 주스, 캔",1,0.4,0.0928,0.0095,0.0015
채소류,"더덕, 뿌리, 생것",1,0.89,0.2152,0.0191,0.0013
채소류,"더덕, 뿌리, 가루",1,3.39,0.784,0.1119,0.0077
채소류,"동아, 생것",1,0.15,0.038,0.005,0.001
채소류,"동아, 데친것",1,0.15,0.037,0.006,0.001
채소류,"두릅, 참두릅, 생것",1,0.33,0.0589,0.0413,0.0022
채소류,"두릅, 참두릅, 데친것",1,0.32,0.0581,0.0349,0.0028
채소류,"두릅, 참두릅, 잎, 생것",1,0.46,0.0732,0.0669,0.0046
채소류,"두릅, 참두릅, 잎, 데친것",1,0.41,0.0644,0.0553,0.0051
채소류,"두릅, 참두릅, 줄기, 생것",1,0.33,0.0612,0.0356,0.0024
채소류,"두릅, 참두릅, 줄기, 데친것",1,0.28,0.0524,0.0281,0.0028
채소류,"두릅, 땅두릅, 생것",1,0.25,0.0479,0.024,0.0022
채소류,"두릅, 땅두릅, 데친것",1,0.24,0.0456,0.023,0.0025
채소류,"두릅, 땅두릅, 잎, 생것",1,0.43,0.085,0.043,0.003
채소류,"두릅, 땅두릅, 잎, 데친것",1,0.61,0.108,0.063,0.008
채소류,"두릅, 땅두릅, 줄기, 생것",1,0.17,0.031,0.016,0.002
채소류,"두릅, 땅두릅, 줄기, 데친것",1,0.16,0.033,0.015,0.001
채소류,"리크, 생것",1,0.54,0.132,0.018,0.003
채소류,"리크, 데친것",1,0.28,0.068,0.013,0.001
채소류,"마늘, 생것",1,1.28,0.2642,0.0745,0.0016
채소류,"마늘, 말린것",1,3.33,0.733,0.163,0.007
채소류,"마늘, 동결건조",1,3.3,0.737,0.153,0.005
채소류,"마늘, 데친것",1,1.35,0.2769,0.0804,0.0013
채소류,"마늘, 통마늘, 구운것",1,1.69,0.346,0.1004,0.0022
채소류,"마늘, 난지형, 생것",1,1.28,0.2661,0.0703,0.0012
채소류,"마늘, 난지형, 데친것",1,1.38,0.2859,0.0784,0.0013
채소류,"마늘, 난지형, 통마늘, 구운것",1,1.47,0.3042,0.0829,0.0017
채소류,"마늘, 난지형, 냉동",1,1.31,0.2729,0.0738,0.0007
채소류,"마늘, 깐마늘, 수입산, 생것",1,1.2,0.2278,0.0699,0.0099
채소류,"마늘, 깐마늘, 수입산, 데친것",1,1.27,0.2427,0.0674,0.0121
채소류,"마늘, 한지형, 생것",1,1.29,0.2623,0.0788,0.0019
채소류,"마늘, 한지형, 데친것",1,1.32,0.2678,0.0825,0.0014
채소류,"마늘, 한지형, 통마늘, 구운것",1,1.84,0.3878,0.118,0.0027
채소류,"마늘, 한지형, 볶은것",1,1.65,0.3126,0.0984,0.0135
채소류,"머위, 생것",1,0.17,0.0274,0.0231,0.0014
채소류,"머위, 말린것",1,2.81,0.582,0.174,0.037
채소류,"머위, 삶아서 말린것",1,2.78,0.4862,0.2673,0.0467
채소류,"머위, 삶은것",1,0.28,0.052,0.0244,0.0044
채소류,"머위, 데친것",1,0.25,0.0442,0.0217,0.0041
채소류,"무순, 싹, 생것",1,0.2,0.0182,0.0189,0.0101
채소류,"무청, 왜무, 생것",1,0.22,0.029,0.023,0.007
채소류,"무청, 조선무, 생것",1,0.31,0.061,0.029,0.002
채소류,"무청, 시래기, 말린것, 삶은것",1,0.23,0.0468,0.0158,0.0027
채소류,"물쑥, 생것",1,0.36,0.056,0.054,0.003
채소류,"물쑥, 데친것",1,0.47,0.117,0.019,0.001
채소류,"바질, 잎, 생것",1,0.32,0.0556,0.0243,0.0071
채소류,"바질, 잎, 데친것",1,0.34,0.059,0.0281,0.007
채소류,"배추, 생것",1,0.15,0.032,0.0125,0.0004
채소류,"배추, 삶은것",1,0.15,0.0304,0.0116,0.0014
채소류,"배추, 봄 재배, 생것",1,0.13,0.0228,0.0161,0.0007
채소류,"배추, 봄 재배, 삶은것",1,0.14,0.0261,0.0139,0.0012
채소류,"배추, 봄 재배, 염절임",1,0.15,0.0289,0.0163,0.0009
채소류,"배추, 여름 재배, 생것",1,0.17,0.0399,0.009,0.0002
채소류,"배추, 여름 재배, 삶은것",1,0.17,0.0353,0.0085,0.0023
채소류,"배추, 여름 재배, 염절임",1,0.17,0.0404,0.0103,0.0005
채소류,"배추, 가을 재배, 생것",1,0.15,0.0335,0.0125,0.0005
채소류,"배추, 가을 재배, 삶은것",1,0.14,0.0294,0.0125,0.0006
채소류,"배추, 가을 재배, 염절임",1,0.18,0.039,0.0135,0.0006
채소류,"배추, 싹, 생것",1,0.63,0.053,0.034,0.043
채소류,"배추, 노랑봄배추(노지), 생것",1,0.13,0.03,0.01,0
채소류,"배추, 노랑봄배추(노지), 데친것",1,0.17,0.039,0.012,0
채소류,"배추, 노랑봄배추(노지), 염절임",1,0.16,0.036,0.011,0.001
채소류,"배추, 노랑봄배추(하우스), 생것",1,0.12,0.026,0.01,0
채소류,"배추, 노랑봄배추(하우스), 데친것",1,0.15,0.034,0.01,0
채소류,"배추, 노랑봄배추(하우스), 염절임",1,0.15,0.034,0.01,0
채소류,"배추, 봄동, 생것",1,0.23,0.0478,0.0202,0.0017
채소류,"배추, 봄동, 데친것",1,0.22,0.0454,0.0184,0.0018
채소류,"배추, 불암 3호(노지), 생것",1,0.23,0.057,0.009,0.001
채소류,"배추, 불암 3호(노지), 데친것",1,0.33,0.082,0.013,0.001
채소류,"배추, 불암 3호(노지), 염절임",1,0.3,0.074,0.012,0.001
채소류,"배추, 불암 3호(하우스), 생것",1,0.13,0.028,0.01,0.001
채소류,"배추, 불암 3호(하우스), 데친것",1,0.18,0.038,0.013,0.001
채소류,"배추, 불암 3호(하우스), 염절임",1,0.18,0.04,0.011,0.001
채소류,"배추, 시래기, 말린것",1,2.78,0.5892,0.1438,0.0389
채소류,"배추, 시래기, 말린것, 삶은것",1,0.23,0.046,0.0168,0.0024
채소류,"배추, 유기재배, 생것",1,0.14,0.032,0.011,0
채소류,"부추, 두메부추, 생것",1,0.46,0.119,0.012,0.001
채소류,"부추, 산부추, 생것",1,0.41,0.088,0.035,0.001
채소류,"부추, 재래종, 생것",1,0.22,0.041,0.018,0.003
채소류,"부추, 재래종, 데친것",1,0.2,0.036,0.023,0.002
채소류,"부추, 호부추, 생것",1,0.3,0.0623,0.0206,0.0033
채소류,"부추, 호부추, 데친것",1,0.32,0.0642,0.0237,0.0035
채소류,"비트, 뿌리, 생것",1,0.26,0.0526,0.0156,0.0014
채소류,"비트, 뿌리, 데친것",1,0.23,0.0466,0.0128,0.0013
채소류,"비트, 잎, 생것",1,0.16,0.028,0.022,0.001
채소류,"비트, 잎, 데친것",1,0.15,0.022,0.023,0.002
채소류,"비트 피클, 통조림",1,0.65,0.1628,0.008,0.0008
채소류,"배추, 염절임",1,0.17,0.0362,0.0134,0.0007
채소류,"겨자, 녹색, 생것",1,0.24,0.0419,0.0303,0.0017
채소류,"비트, 어린잎, 생것",1,0.21,0.0291,0.0285,0.0042
채소류,"배추, 데친것",1,0.17,0.039,0.014,0
채소류,"가시오갈피, 순, 생것",1,0.76,0.1587,0.0567,0.007
채소류,"가시오갈피, 순, 데친것",1,0.63,0.1199,0.0525,0.0085
채소류,"갯기름나물, 노지, 생것",1,0.41,0.0791,0.0394,0.0032
채소류,"갯기름나물, 노지, 데친것",1,0.44,0.0856,0.0362,0.0057
채소류,"갯기름나물, 노지, 어린잎, 생것",1,0.53,0.1092,0.0417,0.0052
채소류,"갯기름나물, 노지, 어린잎, 데친것",1,0.53,0.1015,0.0411,0.008
채소류,"갯기름나물, 하우스, 생것",1,0.5,0.1075,0.0312,0.0044
채소류,"갯기름나물, 하우스, 데친것",1,0.52,0.1025,0.0341,0.0079
채소류,"갯기름나물, 하우스, 어린잎, 생것",1,0.44,0.0909,0.0359,0.0036
채소류,"갯기름나물, 하우스, 어린잎, 데친것",1,0.47,0.0861,0.0428,0.0069
채소류,"갯기름나물, 생것",1,0.47,0.0967,0.0371,0.0041
채소류,"갯기름나물, 데친것",1,0.49,0.0939,0.0386,0.0071
채소류,"게걸무, 생것",1,0.59,0.136,0.023,0.001
채소류,"게걸무, 잎, 생것",1,0.23,0.042,0.027,0.002
채소류,"고사리, 생것",1,0.22,0.038,0.029,0.0017
채소류,"고사리, 말린것",1,2.61,0.542,0.258,0.006
채소류,"고사리, 삶아서 말린것",1,2.73,0.5658,0.2785,0.0211
채소류,"고사리, 데친것",1,0.21,0.0355,0.0274,0.0024
채소류,"고춧잎, 생것",1,0.45,0.0849,0.0507,0.0032
채소류,"고춧잎, 말린것",1,2.66,0.378,0.3543,0.053
채소류,"고춧잎, 삶아서 말린것, 삶은것",1,0.41,0.0666,0.0441,0.0076
채소류,"고춧잎, 데친것",1,0.51,0.089,0.0516,0.0085
채소류,"고들빼기, 생것",1,0.29,0.058,0.016,0.005
채소류,"고들빼기, 이고들빼기, 생것",1,0.39,0.082,0.025,0.004
채소류,"고려엉겅퀴(곤드레), 야생, 말린것",1,2.75,0.539,0.205,0.039
채소류,"고려엉겅퀴(곤드레), 재배, 말린것",1,3.1,0.764,0.056,0.028
채소류,"고려엉겅퀴(곤드레), 재래종, 잎, 생것",1,0.32,0.0329,0.0347,0.0138
채소류,"고수(향채), 생것",1,0.33,0.056,0.046,0.002
채소류,"곤달비, 생것",1,0.42,0.094,0.018,0.005
채소류,"곤달비, 데친것",1,0.35,0.074,0.018,0.005
채소류,"취나물, 곰취, 생것",1,0.32,0.0577,0.0304,0.0049
채소류,"취나물, 곰취, 데친것",1,0.35,0.0609,0.0328,0.0064
채소류,"취나물, 곰취, 야생, 말린것",1,3.07,0.711,0.051,0.049
채소류,"취나물, 곰취, 재배, 말린것",1,3.06,0.692,0.08,0.047
채소류,"공심채, 생것",1,0.17,0.031,0.022,0.001
채소류,"공심채, 데친것",1,0.18,0.041,0.022,0.001
채소류,"꾸지뽕, 잎, 생것",1,0.85,0.1918,0.0506,0.0051
채소류,"꾸지뽕, 잎, 말린것",1,2.82,0.633,0.1825,0.014
채소류,"꾸지뽕, 잎, 삶은것",1,0.61,0.1315,0.0393,0.0051
채소류,"국화꽃, 생것",1,0.25,0.065,0.014,0
채소류,"국화꽃, 말린것",1,2.83,0.735,0.116,0.002
채소류,"국화꽃, 데친것",1,0.21,0.057,0.01,0
채소류,"고추냉이, 뿌리, 생것",1,1.03,0.237,0.029,0.005
채소류,"고추냉이, 잎, 생것",1,0.36,0.063,0.037,0.005
채소류,"고추냉이, 줄기, 생것",1,0.24,0.056,0.009,0.002
채소류,"날개콩, 미숙, 생것",1,0.36,0.065,0.019,0.002
채소류,"꽃양배추(콜리플라워), 생것",1,0.27,0.0484,0.0217,0.0048
채소류,"꽃양배추(콜리플라워), 데친것",1,0.26,0.0462,0.024,0.0047
채소류,"꿀풀(하고초), 생것",1,0.48,0.119,0.016,0.002
채소류,"꿀풀(하고초), 말린것",1,3.09,0.716,0.082,0.04
채소류,"누리장나무잎, 생것",1,0.65,0.127,0.045,0.01
채소류,"는쟁이냉이, 생것",1,0.28,0.054,0.025,0.003
채소류,"도라지, 뿌리, 생것",1,0.56,0.1308,0.017,0.0011
채소류,"도라지, 뿌리, 말린것",1,3.24,0.7459,0.1067,0.0089
채소류,"도라지, 뿌리, 가루",1,3.39,0.7664,0.1253,0.0112
채소류,"도라지, 뿌리, 데친것",1,0.49,0.1135,0.0148,0.0014
채소류,"돌나물, 생것",1,0.15,0.0323,0.0119,0.0008
채소류,"둥굴레, 잎, 생것",1,0.52,0.117,0.034,0.002
채소류,"둥굴레, 잎, 말린것",1,2.89,0.677,0.165,0.009
채소류,"들깻잎, 생것",1,0.47,0.0889,0.0446,0.005
채소류,"들깻잎, 데친것",1,0.32,0.048,0.0393,0.006
채소류,"들깻잎, 찐것",1,0.37,0.0607,0.0437,0.0055
채소류,"들깻잎장아찌, 통조림",1,0.76,0.104,0.047,0.017
채소류,"풋마늘, 잎줄기, 생것",1,0.29,0.0733,0.019,0.0017
채소류,"풋마늘, 잎줄기, 데친것",1,0.3,0.0728,0.0182,0.0029
채소류,"마늘종, 꽃줄기, 생것",1,0.53,0.1339,0.0186,0.0006
채소류,"마늘종, 꽃줄기, 데친것",1,0.59,0.1482,0.0198,0.0017
채소류,"마타리, 생것",1,0.45,0.109,0.021,0.001
채소류,"물냉이, 생것",1,0.23,0.037,0.035,0.001
채소류,"미나리, 농축",1,1.2,0.3348,0.0036,0
채소류,"미나리, 돌미나리, 생것",1,0.21,0.038,0.022,0.002
채소류,"미나리, 돌미나리, 데친것",1,0.19,0.032,0.023,0.002
채소류,"미나리, 물미나리, 생것",1,0.22,0.0445,0.0181,0.0025
채소류,"미나리, 물미나리, 데친것",1,0.25,0.0482,0.0204,0.0032
채소류,"미나리, 물미나리, 잎, 생것",1,0.3,0.0562,0.0284,0.004
채소류,"미나리, 물미나리, 줄기, 생것",1,0.22,0.0515,0.009,0.0016
채소류,"민들레, 생것",1,0.29,0.0548,0.0244,0.0044
채소류,"민들레, 데친것",1,0.3,0.0574,0.0218,0.0051
채소류,"바젤라, 생것",1,0.11,0.026,0.007,0.002
채소류,"바젤라, 데친것",1,0.12,0.032,0.009,0.002
채소류,"무말랭이, 말린것",1,3.18,0.6534,0.1359,0.003
채소류,"무장아찌, 뿌리",1,1.31,0.2924,0.0225,0.0061
채소류,"박고지, 말린것",1,2.68,0.69,0.076,0.004
채소류,"백모근, 뿌리, 말린것",1,3.37,0.77,0.09,0.02
채소류,"박쥐나무, 잎, 생것",1,1,0.207,0.067,0.012
채소류,"방가지똥, 생것",1,0.46,0.103,0.025,0.004
채소류,"방울다다기양배추, 생것",1,0.49,0.1117,0.0328,0.0016
채소류,"방울다다기양배추, 데친것",1,0.51,0.098,0.053,0.001
채소류,"개비름, 생것",1,0.23,0.0396,0.0272,0.0029
채소류,"개비름, 데친것",1,0.27,0.0451,0.0298,0.0041
채소류,"삼나물, 말린것",1,2.93,0.613,0.228,0.022
채소류,"부지갱이(섬쑥부쟁이), 생것",1,0.3,0.049,0.0365,0.0043
채소류,"부지갱이(섬쑥부쟁이), 말린것",1,2.58,0.5,0.257,0.02
채소류,"부지갱이(섬쑥부쟁이), 삶아서 말린것",1,2.96,0.5907,0.2509,0.0288
채소류,"부지갱이(섬쑥부쟁이), 삶아서 말린것, 삶은것",1,0.48,0.0824,0.0517,0.0068
채소류,"부지갱이(섬쑥부쟁이), 데친것",1,0.33,0.0492,0.04,0.0065
채소류,"브로콜리, 생것",1,0.32,0.0632,0.0308,0.002
채소류,"브로콜리, 가루",1,2.84,0.584,0.175,0.039
채소류,"브로콜리, 삶은것",1,0.3,0.052,0.039,0.004
채소류,"브로콜리, 데친것",1,0.28,0.0534,0.028,0.0031
채소류,"브로콜리, 싹, 생것",1,0.31,0.038,0.0381,0.0092
채소류,"브로콜리, 잎, 생것",1,0.38,0.081,0.022,0.004
채소류,"브로콜리, 잎, 말린것",1,2.58,0.553,0.154,0.028
채소류,"브로콜리, 잎, 삶아서 말린것",1,2.71,0.598,0.174,0.018
채소류,"비타민채(다채), 생것",1,0.14,0.02,0.021,0.002
채소류,"비타민채(다채), 어린잎, 생것",1,0.15,0.0144,0.0226,0.005
채소류,"사탕수수, 생것",1,0.77,0.209,0.011,0
채소류,"산마늘(명이나물), 생것",1,0.36,0.0821,0.0202,0.0021
채소류,"산마늘(명이나물), 데친것",1,0.37,0.0829,0.0208,0.0031
채소류,"상추, 잎상추, 뚝섬적축면, 적색, 생것",1,0.14,0.024,0.011,0.003
채소류,"상추, 반결구, 로메인, 녹색, 생것",1,0.23,0.0459,0.0178,0.0032
채소류,"상추, 반결구, 로메인, 적색, 생것",1,0.17,0.0272,0.0228,0.0022
채소류,"상추, 잎상추, 롤로로사, 적색, 생것",1,0.2,0.045,0.011,0.002
채소류,"상추, 결구, 아담, 녹색, 생것",1,0.09,0.013,0.009,0.002
채소류,"상추, 반결구, 아시아아이스, 녹색, 생것",1,0.24,0.04,0.018,0.006
채소류,"상추, 결구, 유레이크, 녹색, 생것",1,0.16,0.035,0.008,0.002
채소류,"상추, 잎상추, 적하계, 적색, 생것",1,0.19,0.037,0.017,0.002
채소류,"상추, 반결구, 천상, 녹색, 생것",1,0.17,0.032,0.012,0.003
채소류,"상추, 결구, 풍성, 녹색, 생것",1,0.1,0.021,0.006,0.001
채소류,"상추, 결구(양상추), 녹색, 생것",1,0.15,0.0335,0.0106,0.001
채소류,"상추, 잎상추, 축면상추, 적색, 생것",1,0.15,0.0279,0.0131,0.0021
채소류,"상추, 잎상추, 치마상추, 녹색, 생것",1,0.2,0.0348,0.0188,0.0036
채소류,"상추, 잎상추, 치마상추, 적색, 생것",1,0.23,0.0459,0.0153,0.0036
채소류,"생강, 뿌리줄기, 생것",1,0.42,0.0982,0.0097,0.0015
채소류,"생강, 뿌리줄기, 수입산, 생것",1,0.38,0.084,0.013,0.003
채소류,"순무, 전체, 생것",1,0.27,0.0565,0.015,0.0009
채소류,"순무, 전체, 데친것",1,0.28,0.0604,0.0132,0.0009
채소류,"순무, 뿌리, 생것",1,0.3,0.0688,0.011,0.0007
채소류,"순무, 뿌리, 데친것",1,0.33,0.0751,0.0128,0.0009
채소류,"순무, 뿌리, 염절임",1,0.21,0.049,0.01,0.002
채소류,"순무, 잎, 생것",1,0.21,0.0414,0.0205,0.0017
채소류,"순무, 잎, 데친것",1,0.2,0.0417,0.0158,0.0018
채소류,"순무, 잎, 염절임",1,0.27,0.06,0.023,0.002
채소류,"쌈추, 생것",1,0.25,0.0429,0.0307,0.0023
채소류,"쌈추, 싸미나, 생것",1,0.2,0.03,0.027,0.003
채소류,"쑥갓, 생것",1,0.15,0.0235,0.0193,0.0017
채소류,"쑥갓, 데친것",1,0.21,0.038,0.021,0.003
채소류,"아욱, 생것",1,0.37,0.0764,0.0308,0.0031
채소류,"아욱, 데친것",1,0.31,0.052,0.0352,0.0049
채소류,"양파, 생것",1,0.29,0.0667,0.0095,0.0004
채소류,"양파, 말린것",1,3.4,0.78,0.117,0.01
채소류,"양파, 데친것",1,0.29,0.0697,0.0084,0.0004
채소류,"양파, 수입산, 생것",1,0.3,0.07,0.009,0.001
채소류,"양파, 자색 양파, 생것",1,0.32,0.0781,0.0075,0.0002
채소류,"양파, 레드프라임, 생것",1,0.37,0.0856,0.0046,0.0063
채소류,"양파, 썬파워, 생것",1,0.32,0.0738,0.0052,0.0047
채소류,"양파, 샬롯, 생것",1,0.8,0.1484,0.0228,0.0254
채소류,"양하, 생것",1,0.13,0.028,0.006,0.001
채소류,"배추, 얼갈이배추, 생것",1,0.14,0.0278,0.0122,0.0008
채소류,"배추, 얼갈이배추, 데친것",1,0.14,0.0217,0.02,0.0014
채소류,"배추, 얼갈이배추, 염절임",1,0.15,0.025,0.0191,0.0011
채소류,"연근, 생것",1,0.75,0.1728,0.0163,0.0007
채소류,"연근, 데친것",1,0.62,0.1441,0.0107,0.0008
채소류,"열무, 생것",1,0.14,0.0199,0.0208,0.0021
채소류,"열무, 데친것",1,0.19,0.0295,0.0269,0.0025
채소류,"오이, 다다기, 생것",1,0.14,0.0305,0.0122,0.0002
채소류,"오이, 겨울살이청장, 생것",1,0.13,0.031,0.008,0
채소류,"오이, 늙은오이, 생것",1,0.09,0.0171,0.0119,0.0003
채소류,"오이, 취청, 생것",1,0.13,0.0281,0.0115,0.0003
채소류,"우엉, 생것",1,0.69,0.1529,0.0261,0.0006
채소류,"우엉, 데친것",1,0.52,0.1134,0.0188,0.0009
채소류,"유채, 싹, 생것",1,0.78,0.068,0.034,0.046
채소류,"유채, 잎, 생것",1,0.3,0.0498,0.0389,0.0031
채소류,"유채, 잎, 데친것",1,0.29,0.0415,0.0436,0.0038
채소류,"유채, 동채, 생것",1,0.29,0.046,0.0413,0.0032
채소류,"유채, 동채, 데친것",1,0.31,0.046,0.0445,0.004
채소류,"유채, 잎줄기, 생것",1,0.36,0.06,0.041,0.004
채소류,"유채, 잎줄기, 데친것",1,0.3,0.053,0.036,0.004
채소류,"잔대, 뿌리, 생것",1,0.79,0.186,0.021,0.002
채소류,"잔대, 순, 생것",1,0.55,0.099,0.034,0.009
채소류,"전호, 생것",1,0.23,0.042,0.031,0.001
채소류,"케일, 생것",1,0.26,0.0461,0.0311,0.0024
채소류,"케일, 꽃케일, 생것",1,0.33,0.065,0.033,0.002
채소류,"케일, 로얄채, 생것",1,0.49,0.111,0.027,0.003
채소류,"케일, 꽃케일, 적색, 생것",1,0.31,0.058,0.031,0.003
채소류,"케일, 하우스, 생것",1,0.22,0.042,0.02,0.003
채소류,"콩잎, 잎, 생것",1,0.94,0.21,0.066,0.003
채소류,"생강, 편강, 당조림",1,3.64,0.8835,0.007,0.0086
채소류,"피망, 빨간색, 생것",1,0.28,0.0694,0.0117,0.0009
채소류,"피망, 빨간색, 데친것",1,0.33,0.0818,0.0124,0.0011
채소류,"피망, 초록색, 생것",1,0.22,0.0536,0.009,0.0004
채소류,"피망, 초록색, 데친것",1,0.23,0.0559,0.0092,0.0006
채소류,"호박, 싹, 생것",1,0.38,0.036,0.045,0.017
채소류,"호박, 잎, 생것",1,0.45,0.0843,0.0483,0.0038
채소류,"호박, 잎, 데친것",1,0.32,0.0614,0.0309,0.0034
채소류,"호박, 잎, 찐것",1,0.49,0.0919,0.0484,0.0049
채소류,"호박, 국수호박, 생것",1,0.18,0.044,0.006,0.001
채소류,"호박, 국수호박, 데친것",1,0.16,0.038,0.005,0.001
채소류,"호박, 늙은호박, 생것",1,0.38,0.0849,0.0088,0.0017
채소류,"호박, 늙은호박, 말린것",1,3.33,0.7233,0.076,0.0242
채소류,"호박, 늙은호박, 삶은것",1,0.24,0.0523,0.006,0.0013
채소류,"호박, 늙은호박, 찐것",1,0.4,0.0888,0.0109,0.0014
채소류,"호박, 단호박, 생것",1,0.57,0.1363,0.0119,0.0065
채소류,"호박, 단호박, 데친것",1,0.3,0.069,0.017,0.001
채소류,"호박, 단호박, 찐것",1,0.66,0.1545,0.0172,0.0084
채소류,"호박, 애호박, 생것",1,0.22,0.0514,0.0107,0.0009
채소류,"호박, 애호박, 말린것",1,2.84,0.6764,0.1375,0.0111
채소류,"호박, 애호박, 말린것, 데친것",1,0.31,0.0654,0.0224,0.0026
채소류,"호박, 애호박, 데친것",1,0.21,0.0488,0.0105,0.001
채소류,"호박, 쥬키니, 생것",1,0.31,0.077,0.012,0.001
채소류,"호박, 쥬키니, 데친것",1,0.11,0.024,0.009,0
채소류,"호박, 차요테, 초록색, 생것",1,0.21,0.0437,0.0059,0.0046
채소류,"호박, 차요테, 하얀색, 생것",1,0.19,0.0427,0.0061,0.0033
채소류,"호박, 늙은호박, 데친것",1,0.3,0.069,0.017,0.001
채소류,"상추, 잎상추, 적색, 생것",1,0.19,0.0369,0.0142,0.0028
채소류,"섬초롱, 생것",1,0.41,0.085,0.03,0.004
채소류,"섬초롱, 데친것",1,0.34,0.076,0.02,0.002
채소류,"갯나물, 세발나물, 생것",1,0.18,0.0359,0.0161,0.0014
채소류,"갯나물, 세발나물, 데친것",1,0.23,0.042,0.0229,0.0028
채소류,"셀러리, 생것",1,0.17,0.0395,0.0104,0.0007
채소류,"셀러리, 데친것",1,0.17,0.0381,0.011,0.0012
채소류,"소리쟁이, 잎, 말린것",1,2.59,0.526,0.217,0.022
채소류,"시금치, 생것",1,0.29,0.0486,0.0335,0.0039
채소류,"시금치, 데친것",1,0.34,0.0526,0.0402,0.0061
채소류,"시금치, 노지, 생것",1,0.29,0.044,0.0415,0.0043
채소류,"시금치, 노지, 데친것",1,0.37,0.0521,0.0478,0.0079
채소류,"시금치, 포항초, 생것",1,0.35,0.0622,0.0356,0.0046
채소류,"시금치, 포항초, 데친것",1,0.34,0.0519,0.0419,0.0063
채소류,"시금치, 하우스, 생것",1,0.27,0.0508,0.026,0.0033
채소류,"시금치, 하우스, 데친것",1,0.32,0.0584,0.0301,0.0049
