분류,식품명,무게(g),칼로리(kcal),탄수화물(g),단백질(g),지방(g)
채소류,"시금치, 섬초, 생것",1,0.24,0.0376,0.0311,0.0034
채소류,"시금치, 섬초, 데친것",1,0.32,0.048,0.0412,0.0055
채소류,"쇠귀나물, 뿌리, 생것",1,1.28,0.266,0.063,0.001
채소류,"쇠귀나물, 뿌리, 데친것",1,1.29,0.272,0.062,0.001
채소류,"수리취(떡취), 생것",1,0.64,0.147,0.039,0.002
채소류,"숙주나물, 생것",1,0.13,0.0234,0.0173,0.0005
채소류,"숙주나물, 데친것",1,0.12,0.014,0.022,0.002
채소류,"숙주나물, 찐것",1,0.16,0.029,0.0196,0.0011
채소류,"스테비아, 생것",1,0.4,0.0871,0.024,0.0032
채소류,"스테비아, 말린것",1,3.03,0.705,0.142,0.02
채소류,"신선초(명일엽), 생것",1,0.24,0.0566,0.0108,0.0014
채소류,"씀바귀, 생것",1,0.43,0.092,0.029,0.004
채소류,"씀바귀, 데친것",1,0.31,0.063,0.026,0.002
채소류,"씀바귀, 뿌리, 생것",1,0.71,0.1624,0.0254,0.0013
채소류,"알로에, 과육, 생것",1,0.03,0.007,0.001,0
채소류,"알팔파, 싹, 생것",1,0.21,0.0314,0.0353,0.002
채소류,"양배추, 생것",1,0.33,0.0792,0.0168,0.0008
채소류,"양배추, 데친것",1,0.32,0.0756,0.0171,0.0012
채소류,"양배추, 찐것",1,0.32,0.0741,0.0168,0.0012
채소류,"양배추, 적색, 생것",1,0.41,0.0953,0.0213,0.0021
채소류,"양배추, 적색, 싹, 생것",1,0.39,0.046,0.0338,0.0177
채소류,"쑥부쟁이, 생것",1,0.26,0.0353,0.0292,0.0072
채소류,"아스파라거스, 생것",1,0.17,0.0253,0.0202,0.0034
채소류,"아스파라거스, 데친것",1,0.17,0.0281,0.0208,0.0019
채소류,"아스파라거스, 통조림",1,0.14,0.03,0.011,0.001
채소류,"아스파라거스, 하얀색, 생것",1,0.21,0.0351,0.0185,0.0053
채소류,"아이비카, 닥풀, 말린것",1,2.6,0.437,0.277,0.044
채소류,"아주까리, 순, 말린것",1,2.87,0.48,0.368,0.031
채소류,"아주까리, 잎, 생것",1,0.82,0.178,0.058,0.005
채소류,"양배추 샐러드, 코울슬로",1,1.53,0.1489,0.0095,0.0991
채소류,"양파링, 튀김옷, 냉동",1,2.58,0.3053,0.0315,0.141
채소류,"양파링, 튀긴것(튀김옷)",1,4.11,0.4358,0.0386,0.2523
채소류,"어수리, 생것",1,0.31,0.05,0.044,0.003
채소류,"어수리, 잎, 생것",1,0.45,0.104,0.024,0.003
채소류,"엉겅퀴, 말린것",1,2.67,0.556,0.224,0.016
채소류,"엉겅퀴, 삶아서 말린것",1,2.79,0.542,0.274,0.022
채소류,"음나무(엄나무), 잎, 생것",1,0.41,0.052,0.0694,0.0067
채소류,"음나무(엄나무), 잎, 데친것",1,0.37,0.0386,0.0705,0.0075
채소류,"영아자, 생것",1,0.34,0.077,0.025,0.001
채소류,"영아자, 말린것",1,2.78,0.544,0.238,0.031
채소류,"영아자, 데친것",1,0.36,0.078,0.025,0.002
채소류,"여주(고야), 생것",1,0.22,0.0448,0.0128,0.0036
채소류,"열대비름(아마란스), 잎, 생것",1,0.45,0.065,0.058,0.009
채소류,"열대비름(아마란스), 어린잎, 생것",1,0.21,0.0311,0.0299,0.0035
채소류,"염교(락교), 뿌리줄기, 생것",1,0.83,0.293,0.014,0.002
채소류,"오이지, 염절임",1,0.1,0.021,0.0063,0.0012
채소류,"오크라, 생것",1,0.26,0.066,0.021,0.002
채소류,"오크라, 데친것",1,0.29,0.076,0.021,0.001
채소류,"원추리, 생것",1,0.35,0.0648,0.0355,0.0036
채소류,"원추리, 데친것",1,0.28,0.0509,0.0322,0.0029
채소류,"잇꽃(홍화), 잎, 생것",1,0.45,0.09,0.039,0.004
채소류,"비비추(이밥추), 생것",1,0.48,0.101,0.03,0.006
채소류,"자운영, 생것",1,0.4,0.066,0.046,0.006
채소류,"제비쑥, 생것",1,0.35,0.05,0.045,0.007
채소류,"조뱅이, 생것",1,0.47,0.101,0.04,0.002
채소류,"줄나물, 말린것",1,2.36,0.419,0.297,0.017
채소류,"대나무순(죽순), 생것",1,0.24,0.0377,0.0348,0.0022
채소류,"대나무순(죽순), 삶아서 말린것",1,3.14,0.5762,0.2831,0.0469
채소류,"대나무순(죽순), 삶은것",1,0.19,0.0312,0.0229,0.0028
채소류,"대나무순(죽순), 데친것",1,0.3,0.055,0.032,0.003
채소류,"대나무순(죽순), 통조림",1,0.22,0.04,0.027,0.002
채소류,"진달래꽃, 생것",1,0.26,0.063,0.01,0.001
채소류,"질경이, 생것",1,0.48,0.108,0.03,0.002
채소류,"질경이, 데친것",1,0.45,0.107,0.024,0.001
채소류,"참나물, 야생, 생것",1,0.39,0.076,0.035,0.004
채소류,"참나물, 야생, 말린것",1,3.09,0.743,0.059,0.035
채소류,"참나물, 재배, 생것",1,0.2,0.0409,0.0158,0.0019
채소류,"참나물, 재배, 말린것",1,3.08,0.716,0.085,0.038
채소류,"참나물, 재배, 데친것",1,0.22,0.0454,0.0139,0.0023
채소류,"참반디, 말린것",1,2.88,0.657,0.126,0.027
채소류,"청경채, 생것",1,0.1,0.0164,0.0141,0.0009
채소류,"청경채, 데친것",1,0.11,0.0181,0.016,0.0013
채소류,"총각무, 전체, 생것",1,0.22,0.0518,0.0138,0.0007
채소류,"총각무, 뿌리, 생것",1,0.3,0.0699,0.0116,0.0005
채소류,"총각무, 잎, 생것",1,0.24,0.0459,0.0197,0.0034
채소류,"취나물, 개미취, 생것",1,0.53,0.113,0.042,0.003
채소류,"취나물, 미역취, 생것",1,0.48,0.096,0.037,0.006
채소류,"취나물, 참취, 생것",1,0.51,0.1166,0.0261,0.0038
채소류,"취나물, 참취, 말린것",1,2.65,0.536,0.222,0.023
채소류,"취나물, 참취, 말린것, 삶은것",1,0.55,0.123,0.03,0.005
채소류,"취나물, 참취, 삶아서 말린것",1,2.99,0.5682,0.2685,0.0367
채소류,"취나물, 참취, 삶아서 말린것, 데친것",1,0.49,0.0822,0.049,0.0097
채소류,"취나물, 참취, 데친것",1,0.49,0.1054,0.0277,0.005
채소류,"치커리, 치콘, 생것",1,0.14,0.0262,0.0119,0.0025
채소류,"치커리, 뿌리, 생것",1,0.72,0.1751,0.014,0.002
채소류,"치커리, 잎, 생것",1,0.16,0.0295,0.017,0.0021
채소류,"치커리, 잎, 적색, 생것",1,0.25,0.05,0.023,0.002
채소류,"갯나물, 칠면초, 생것",1,0.27,0.05,0.027,0.003
채소류,"청경채, 어린잎, 생것",1,0.16,0.0186,0.0259,0.0032
채소류,"참빗살나무, 잎, 생것",1,0.61,0.103,0.074,0.007
채소류,"참죽나물, 말린것",1,2.8,0.57,0.279,0.01
채소류,"참죽나물(가죽나물), 생것",1,0.48,0.0859,0.058,0.0039
채소류,"참죽나물(가죽나물), 삶아서 말린것",1,2.69,0.4454,0.3444,0.0313
채소류,"참죽나물(가죽나물), 삶아서 말린것, 삶은것",1,0.52,0.0789,0.0728,0.0074
채소류,"참죽나물(가죽나물), 데친것",1,0.46,0.081,0.0539,0.0051
채소류,"콜라비, 생것",1,0.22,0.0516,0.0116,0.0005
채소류,"콜라비, 데친것",1,0.2,0.052,0.01,0
채소류,"콩나물, 생것",1,0.36,0.038,0.0464,0.0136
채소류,"콩나물, 말린것",1,4.06,0.325,0.457,0.108
채소류,"콩나물, 가루",1,4.09,0.317,0.454,0.116
채소류,"콩나물, 삶은것",1,0.33,0.0255,0.0452,0.0151
채소류,"콩나물, 녹색, 생것",1,0.27,0.027,0.042,0.009
채소류,"토란대, 줄기, 생것",1,0.16,0.0425,0.0028,0.0005
채소류,"토란대, 줄기, 말린것",1,2.61,0.655,0.074,0.011
채소류,"토란대, 줄기, 말린것, 데친것",1,0.2,0.049,0.005,0.001
채소류,"토란대, 줄기, 데친것",1,0.2,0.053,0.004,0
채소류,"토마토, 생것",1,0.19,0.0426,0.0103,0.0018
채소류,"토마토, 데친것",1,0.17,0.0406,0.007,0.0014
채소류,"토마토, 통조림",1,0.21,0.044,0.009,0.002
채소류,"토마토, 방울토마토, 생것",1,0.25,0.0602,0.01,0.0013
채소류,"토마토, 유기재배, 생것",1,0.17,0.039,0.009,0.001
채소류,"토마토, 흑토마토, 생것",1,0.21,0.0522,0.0068,0.0004
채소류,"토마토, 흑토마토, 데친것",1,0.19,0.0478,0.0066,0.0003
채소류,"토마토, 대저, 생것",1,0.23,0.0587,0.0076,0.0004
채소류,"토마토, 대저, 데친것",1,0.26,0.065,0.0094,0.0006
채소류,"토마토, 통조림, 페이스트",1,0.98,0.1968,0.0422,0.0024
채소류,"토마토, 통조림, 퓨레",1,0.44,0.099,0.019,0.001
채소류,"파슬리, 생것",1,0.36,0.068,0.032,0.005
채소류,"토스카노(잎브로콜리), 생것",1,0.4,0.067,0.047,0.006
채소류,"파드득나물(삼엽채), 생것",1,0.25,0.055,0.018,0.001
채소류,"파프리카, 노란색, 데친것",1,0.25,0.0621,0.0079,0.0013
채소류,"파프리카, 노란색, 생것",1,0.24,0.0595,0.0077,0.0012
채소류,"파프리카, 빨간색, 데친것",1,0.28,0.0691,0.0092,0.0013
채소류,"파프리카, 빨간색, 생것",1,0.26,0.0642,0.0091,0.0013
채소류,"파프리카, 주황색, 데친것",1,0.27,0.0645,0.0106,0.0012
채소류,"파프리카, 주황색, 생것",1,0.24,0.0588,0.0102,0.0012
채소류,"미니파프리카, 노란색, 생것",1,0.41,0.0832,0.0101,0.0109
채소류,"미니파프리카, 주황색, 생것",1,0.38,0.0822,0.0097,0.0079
채소류,"미니파프리카, 빨간색, 생것",1,0.41,0.0849,0.0107,0.0094
채소류,"해바라기, 싹, 생것",1,0.09,0.009,0.022,0.001
채소류,"김치, 갓김치",1,0.37,0.0707,0.0326,0.004
채소류,"김치, 고들빼기",1,0.88,0.119,0.041,0.027
채소류,"김치, 깍두기",1,0.38,0.0754,0.0143,0.0019
채소류,"김치, 나박 김치",1,0.07,0.0127,0.0034,0.0007
채소류,"김치, 동치미",1,0.08,0.0177,0.0033,0.0001
채소류,"김치, 배추 김치",1,0.38,0.0624,0.0197,0.0057
채소류,"김치, 배추 김치, 봄 재배",1,0.39,0.0595,0.0222,0.0067
채소류,"김치, 배추 김치, 여름 재배",1,0.38,0.0656,0.0184,0.0049
채소류,"김치, 배추 김치, 가을 재배",1,0.37,0.061,0.0185,0.0054
채소류,"김치, 백김치",1,0.16,0.03,0.0095,0.0007
채소류,"김치, 열무 김치",1,0.32,0.0499,0.024,0.0029
채소류,"김치, 열무 물김치",1,0.18,0.0291,0.0141,0.0007
채소류,"김치, 오이 소박이",1,0.37,0.0666,0.0176,0.0037
채소류,"김치, 유채 김치",1,0.62,0.101,0.035,0.008
채소류,"김치, 유채 물김치",1,0.17,0.03,0.01,0.001
채소류,"김치, 총각 김치",1,0.41,0.0789,0.0202,0.002
채소류,"김치, 파 김치",1,0.49,0.0851,0.025,0.0058
채소류,"김치, 얼갈이배추 김치",1,0.3,0.0437,0.0188,0.0058
채소류,"들깨, 싹, 생것",1,0.17,0.025,0.017,0.001
채소류,"메밀, 싹, 생것",1,0.24,0.019,0.019,0.012
채소류,"백합, 뿌리, 생것",1,1.18,0.2491,0.0334,0.0152
채소류,"보리, 순, 가루",1,3.14,0.585,0.266,0.048
채소류,"보리, 쌀보리, 순, 생것",1,0.24,0.046,0.02,0.003
채소류,"보리, 올보리, 순, 생것",1,0.66,0.139,0.031,0.011
채소류,"보리, 큰알보리, 순, 생것",1,0.24,0.0399,0.0291,0.0027
채소류,"보리, 큰알보리, 순, 동결건조",1,2.83,0.5196,0.283,0.0339
채소류,"뽕잎, 삶아서 말린것",1,2.79,0.5322,0.2622,0.0298
채소류,"뽕잎, 삶아서 말린것, 삶은것",1,0.51,0.0892,0.059,0.0055
채소류,"뽕잎, 삶은것",1,0.48,0.09,0.0486,0.0053
채소류,"뽕잎, 생것",1,0.65,0.1282,0.0628,0.005
채소류,"삼채, 잎줄기, 생것",1,0.23,0.0499,0.0155,0.0013
채소류,"삼채, 잎줄기, 데친것",1,0.28,0.0577,0.0204,0.0027
채소류,"삼채, 뿌리, 생것",1,0.49,0.1215,0.0077,0.0004
채소류,"삼채, 잎, 생것",1,0.24,0.048,0.0195,0.002
채소류,"삼채, 줄기, 생것",1,0.19,0.0465,0.0078,0.0009
채소류,"우엉, 장조림",1,1.49,0.3437,0.021,0.003
채소류,"울금, 뿌리줄기, 생것",1,0.87,0.1573,0.0179,0.0256
채소류,"고구마, 잎, 생것",1,0.47,0.0734,0.0392,0.0044
채소류,"고구마, 잎, 데친것",1,0.41,0.058,0.0344,0.0062
채소류,"고구마, 줄기, 생것",1,0.18,0.0363,0.0076,0.0002
채소류,"고구마, 줄기, 말린것",1,3.32,0.7553,0.0607,0.0047
채소류,"고구마, 줄기, 삶아서 말린것, 삶은것",1,0.23,0.0496,0.0048,0.0011
채소류,"고구마, 줄기, 삶은것",1,0.14,0.0288,0.0045,0.0005
채소류,"고구마, 줄기, 데친것",1,0.17,0.0364,0.0059,0.0005
채소류,"고구마, 줄기, 껍질 포함, 생것",1,0.23,0.0496,0.0088,0.0003
채소류,"고구마, 줄기, 껍질 포함, 삶아서 말린것, 삶은것",1,0.33,0.0751,0.0052,0.0006
채소류,"고구마, 줄기, 껍질 포함, 데친것",1,0.22,0.0465,0.0074,0.0006
채소류,"사탕무, 생것",1,0.77,0.187,0.018,0
채소류,"화살나무(홑잎), 순, 생것",1,0.96,0.2159,0.0477,0.0084
채소류,"화살나무(홑잎), 순, 데친것",1,0.78,0.1703,0.0403,0.0094
채소류,"모시풀, 잎, 생것",1,0.64,0.1185,0.0661,0.0071
채소류,"모시풀, 잎, 삶은것",1,0.49,0.0724,0.0609,0.0102
채소류,"모시풀, 잎, 서방종, 생것",1,0.51,0.0813,0.044,0.0136
채소류,"선인장, 보검선인장, 열매, 생것",1,0.83,0.1935,0.0097,0.0019
채소류,"선인장, 보검선인장, 줄기, 생것",1,0.34,0.0715,0.0103,0.0012
채소류,"선인장, 저단선인장, 열매, 생것",1,0.91,0.21,0.008,0.0038
채소류,"선인장, 저단선인장, 줄기, 생것",1,0.75,0.1776,0.0075,0.0015
채소류,"옥수수, 순, 생것",1,0.4,0.082,0.017,0.003
채소류,"구기자, 순, 재래종, 생것",1,0.5,0.0705,0.0627,0.0108
채소류,"구기자, 잎, 재래종, 생것",1,0.56,0.0777,0.0633,0.0157
채소류,"초석잠, 뿌리, 생것",1,0.76,0.17,0.023,0.0056
채소류,"갯나물, 퉁퉁마디(함초), 노지, 생것",1,0.19,0.0397,0.014,0.0015
채소류,"갯나물, 퉁퉁마디(함초), 하우스, 생것",1,0.19,0.0413,0.0134,0.0015
채소류,"갯나물, 퉁퉁마디(함초), 환",1,2.62,0.526,0.0928,0.0614
채소류,"배초향(방아), 잎, 생것",1,0.55,0.1113,0.0487,0.0046
채소류,"모링가(드럼스틱), 생것",1,0.66,0.1243,0.0421,0.0138
채소류,"삼붕냐와, 생것",1,0.27,0.0384,0.0162,0.0109
채소류,"배암차즈기(곰보배추), 잎, 생것",1,0.25,0.045,0.0173,0.0062
채소류,"루꼴라, 생것",1,0.26,0.042,0.0317,0.0043
채소류,"경수채, 어린잎, 생것",1,0.26,0.0557,0.0168,0.0024
채소류,"적양무, 어린잎, 생것",1,0.19,0.0254,0.0254,0.0042
채소류,"할라페뇨, 통조림",1,0.27,0.0474,0.0092,0.0094
채소류,"아티초크, 생것",1,0.47,0.1051,0.0327,0.0015
채소류,"아티초크, 삶은것",1,0.53,0.1195,0.0289,0.0034
채소류,"아티초크, 냉동",1,0.38,0.0775,0.0263,0.0043
채소류,"아티초크, 냉동, 삶은것",1,0.45,0.0918,0.0311,0.005
버섯류,"밤버섯, 생것",1,0.17,0.035,0.029,0.009
버섯류,"검은비늘버섯, 생것",1,0.13,0.045,0.018,0.001
버섯류,"검은비늘버섯, 말린것",1,1.77,0.621,0.201,0.027
버섯류,"나도팽나무버섯, 생것",1,0.16,0.057,0.024,0
버섯류,"나도팽나무버섯, 말린것",1,1.82,0.661,0.236,0.005
버섯류,"노루궁뎅이버섯, 생것",1,0.13,0.0289,0.0257,0.0041
버섯류,"노루궁뎅이버섯, 데친것",1,0.18,0.0468,0.0328,0.004
버섯류,"노루궁뎅이버섯, 말린것",1,1.79,0.578,0.245,0.032
버섯류,"느타리버섯, 생것",1,0.15,0.047,0.026,0.0014
버섯류,"느타리버섯, 데친것",1,0.21,0.0651,0.0326,0.0023
버섯류,"느타리버섯, 말린것",1,1.89,0.6072,0.251,0.039
버섯류,"느타리버섯, 말린것(자연건조)",1,1.82,0.5892,0.2536,0.0298
버섯류,"느타리버섯, 노랑느타리버섯, 생것",1,0.16,0.053,0.025,0.001
버섯류,"느타리버섯, 분홍느타리버섯, 생것",1,0.24,0.081,0.041,0
버섯류,"느타리버섯, 여름느타리버섯, 생것",1,0.21,0.06,0.044,0.001
버섯류,"느타리버섯, 참타리버섯, 생것",1,0.16,0.053,0.026,0
버섯류,"느타리버섯, 참타리버섯, 데친것",1,0.2,0.061,0.039,0
버섯류,"느타리버섯, 청느타리버섯, 생것",1,0.18,0.052,0.039,0
버섯류,"능이버섯(향버섯), 생것",1,0.17,0.059,0.022,0.001
버섯류,"동충하초, 누에동충하초, 생것",1,0.27,0.0707,0.0556,0.0038
버섯류,"동충하초, 누에동충하초, 말린것",1,1.33,0,0.609,0.024
버섯류,"만가닥버섯, 생것",1,0.19,0.0634,0.025,0.0034
버섯류,"만가닥버섯, 데친것",1,0.19,0.0607,0.0273,0.0035
버섯류,"목이버섯, 생것",1,0.13,0.0522,0.0079,0.0019
버섯류,"목이버섯, 말린것",1,1.69,0.6966,0.1188,0.0126
버섯류,"목이버섯, 말린것(자연건조)",1,1.83,0.7278,0.141,0.0199
버섯류,"목이버섯, 데친것",1,0.13,0.0484,0.0115,0.0023
버섯류,"목이버섯, 흰백목이, 생것",1,0.28,0.1158,0.012,0.0055
버섯류,"목이버섯, 흰백목이, 데친것",1,0.18,0.0701,0.0102,0.0043
버섯류,"버들송이버섯, 생것",1,0.2,0.055,0.042,0.001
버섯류,"버들송이버섯, 갓, 말린것",1,1.91,0.616,0.233,0.047
버섯류,"버들송이버섯, 줄기, 말린것",1,1.83,0.711,0.143,0.027
버섯류,"뽕나무버섯, 야생, 갓, 말린것",1,1.95,0.544,0.277,0.069
버섯류,"뽕나무버섯, 야생, 줄기, 말린것",1,1.8,0.722,0.158,0.009
버섯류,"뽕나무버섯, 재배, 갓, 말린것",1,1.92,0.586,0.244,0.057
버섯류,"뽕나무버섯, 재배, 줄기, 말린것",1,1.82,0.766,0.128,0.006
버섯류,"상황버섯, 말린것",1,1.79,0.8458,0.044,0.0027
버섯류,"상황버섯, 추출",1,0.03,0.0056,0.0007,0.0001
버섯류,"석이버섯, 말린것",1,1.65,0.6847,0.1175,0.0096
버섯류,"송이버섯, 생것",1,0.21,0.0812,0.0205,0.0015
버섯류,"송이버섯, 데친것",1,0.22,0.0851,0.0215,0.0024
버섯류,"싸리버섯, 생것",1,0.2,0.057,0.028,0.006
버섯류,"싸리버섯, 말린것",1,1.79,0.589,0.199,0.048
버섯류,"아위버섯, 생것",1,0.26,0.0856,0.0353,0.004
버섯류,"아위버섯, 데친것",1,0.27,0.0869,0.0362,0.0043
버섯류,"애느타리버섯, 생것",1,0.16,0.035,0.042,0.001
버섯류,"양송이버섯, 생것",1,0.15,0.0389,0.0312,0.0023
버섯류,"양송이버섯, 가루",1,1.76,0.4649,0.3339,0.0357
버섯류,"양송이버섯, 데친것",1,0.15,0.0363,0.0315,0.0026
버섯류,"양송이버섯, 통조림",1,0.17,0.0387,0.0375,0.0041
버섯류,"양송이버섯, 말린것(자연건조)",1,1.66,0.3409,0.4082,0.0352
버섯류,"양송이버섯, 갈색양송이, 생것",1,0.15,0.0324,0.0373,0.002
버섯류,"양송이버섯, 갈색양송이, 데친것",1,0.14,0.035,0.0294,0.0031
버섯류,"영지버섯, 말린것",1,1.87,0.8103,0.0941,0.014
버섯류,"영지버섯, 추출",1,0,0.0003,0.0007,0.0001
버섯류,"풀버섯, 생것",1,0.15,0.046,0.027,0.001
버섯류,"느타리버섯, 율무느타리버섯, 생것",1,0.21,0.064,0.036,0.003
버섯류,"잎새버섯, 생것",1,0.13,0.0329,0.022,0.005
버섯류,"잎새버섯, 데친것",1,0.16,0.0446,0.0226,0.0057
버섯류,"큰느타리버섯(새송이버섯), 생것",1,0.2,0.0654,0.0292,0.0023
버섯류,"큰느타리버섯(새송이버섯), 말린것",1,1.79,0.5981,0.2505,0.0207
버섯류,"큰느타리버섯(새송이버섯), 가루",1,1.84,0.614,0.2509,0.0251
버섯류,"큰느타리버섯(새송이버섯), 데친것",1,0.21,0.0648,0.0314,0.0033
버섯류,"큰느타리버섯(새송이버섯), 말린것(자연건조)",1,1.71,0.5468,0.2623,0.0209
버섯류,"팽이버섯, 생것",1,0.21,0.07,0.0241,0.0051
버섯류,"팽이버섯, 데친것",1,0.2,0.0643,0.026,0.0039
버섯류,"팽이버섯, 갈색팽이, 생것",1,0.21,0.0613,0.0306,0.006
버섯류,"팽이버섯, 갈색팽이, 데친것",1,0.21,0.0659,0.0301,0.0037
버섯류,"팽이버섯, 야생, 생것",1,0.18,0.061,0.014,0.007
버섯류,"팽이버섯, 백로, 생것",1,0.22,0.084,0.026,0.001
버섯류,"팽이버섯, 갈뫼, 생것",1,0.18,0.069,0.02,0
버섯류,"포타벨라, 생것",1,0.16,0.046,0.033,0.001
버섯류,"표고버섯, 가루",1,1.86,0.6825,0.1884,0.0254
버섯류,"표고버섯, 배지재배, 갓, 생것",1,0.26,0.0803,0.0444,0.0032
버섯류,"표고버섯, 배지재배, 갓, 말린것",1,1.83,0.5329,0.3184,0.0293
버섯류,"표고버섯, 배지재배, 갓, 말린것, 삶은것",1,0.24,0.068,0.0406,0.0043
버섯류,"표고버섯, 배지재배, 갓, 데친것",1,0.21,0.0498,0.0471,0.003
버섯류,"표고버섯, 배지재배, 대, 생것",1,0.39,0.1402,0.0459,0.0033
버섯류,"표고버섯, 배지재배, 대, 말린것",1,1.8,0.6535,0.2114,0.0161
버섯류,"표고버섯, 배지재배, 대, 말린것, 삶은것",1,0.31,0.118,0.0291,0.0034
버섯류,"표고버섯, 배지재배, 대, 데친것",1,0.32,0.1236,0.0325,0.0024
버섯류,"표고버섯, 배지재배, 생것",1,0.31,0.1084,0.039,0.0038
버섯류,"표고버섯, 배지재배, 말린것",1,1.78,0.6181,0.2242,0.0214
버섯류,"표고버섯, 배지재배, 말린것(자연건조)",1,1.74,0.5878,0.2356,0.0199
버섯류,"표고버섯, 배지재배, 말린것, 삶은것",1,0.29,0.1055,0.032,0.0036
버섯류,"표고버섯, 배지재배, 데친것",1,0.25,0.0863,0.03,0.0034
버섯류,"표고버섯, 참나무재배, 생것",1,0.18,0.061,0.02,0.003
버섯류,"표고버섯, 참나무재배, 데친것",1,0.18,0.063,0.024,0.002
버섯류,"표고버섯, 참나무재배, 말린것",1,1.78,0.637,0.181,0.031
버섯류,"표고버섯, 참나무재배, 말린것, 삶은것",1,0.35,0.13,0.03,0.007
버섯류,"꽃송이버섯, 생것",1,0.19,0.0735,0.0111,0.0039
버섯류,"꽃송이버섯, 데친것",1,0.22,0.0899,0.0087,0.0049
버섯류,"꽃송이버섯, 말린것",1,1.82,0.6649,0.1518,0.0414
과일류,"감, 탈삽, 생것",1,0.59,0.169,0.005,0.001
과일류,"감, 단감, 생것",1,0.51,0.1366,0.0041,0.0004
과일류,"감, 대봉, 갑주백목, 생것",1,0.72,0.1757,0.0051,0.0086
과일류,"감, 둥시, 생것",1,0.71,0.188,0.006,0.001
과일류,"감, 둥시, 말린것",1,2.23,0.6045,0.0159,0.0005
과일류,"감, 연시, 생것",1,0.65,0.1776,0.0029,0.0004
과일류,"감, 연시, 냉동",1,0.66,0.1836,0,0.0004
과일류,"감, 단감, 잼",1,2.25,0.557,0.003,0.001
과일류,"감, 감말랭이, 말린것",1,2.55,0.6861,0.0194,0.0016
과일류,"감, 곶감, 말린것",1,2.14,0.5745,0.0193,0.0008
